           year        tco2               alk        d13Cocn        pCO2           d13Catm         CO3           WeatC          WeatS         TotW           BurC            Degas            Tatm           Tocn
    95000.00000        2.56136        2.26166       -0.34101      296.16670       -7.34918      236.27162        8.63950        7.72369       16.36319       16.56791        7.50000       15.24302        5.24444
   100000.00000        2.55968        2.25996       -0.33163      295.66400       -7.33964      236.21519        8.63430        7.71904       16.35333       16.55380        7.50000       15.23567        5.23706
   150000.00000        2.54461        2.24482       -0.25084      291.19715       -7.25747      235.71077        8.58779        7.67746       16.26525       16.42769        7.50000       15.16977        5.17090
   200000.00000        2.53241        2.23255       -0.18973      287.60415       -7.19519      235.30118        8.55003        7.64371       16.19374       16.32529        7.50000       15.11602        5.11695
   250000.00000        2.52253        2.22261       -0.14353      284.71167       -7.14802      234.96889        8.51940        7.61632       16.13572       16.24222        7.50000       15.07226        5.07302
   300000.00000        2.51453        2.21457       -0.10863      282.38154       -7.11232      234.69953        8.49457        7.59413       16.08870       16.17488        7.50000       15.03669        5.03730
   350000.00000        2.50806        2.20806       -0.08226      280.50338       -7.08529      234.48131        8.47446        7.57615       16.05060       16.12033        7.50000       15.00780        5.00830
   400000.00000        2.50282        2.20280       -0.06234      278.98882       -7.06482      234.30461        8.45817        7.56159       16.01976       16.07615        7.50000       14.98436        4.98476
   450000.00000        2.49859        2.19854       -0.04729      277.76700       -7.04932      234.16159        8.44499        7.54980       15.99479       16.04040        7.50000       14.96536        4.96569
   500000.00000        2.49516        2.19510       -0.03591      276.78104       -7.03756      234.04586        8.43433        7.54027       15.97459       16.01147        7.50000       14.94997        4.95023
   550000.00000        2.49240        2.19231       -0.02730      275.98521       -7.02865      233.95224        8.42570        7.53255       15.95825       15.98806        7.50000       14.93750        4.93772
   600000.00000        2.49016        2.19006       -0.02078      275.34270       -7.02188      233.87653        8.41872        7.52631       15.94503       15.96913        7.50000       14.92741        4.92759
   650000.00000        2.48835        2.18824       -0.01584      274.82390       -7.01674      233.81530        8.41308        7.52127       15.93435       15.95383        7.50000       14.91925        4.91939
   700000.00000        2.48689        2.18677       -0.01209      274.40492       -7.01282      233.76580        8.40852        7.51719       15.92571       15.94145        7.50000       14.91264        4.91276
   750000.00000        2.48571        2.18558       -0.00925      274.06653       -7.00984      233.72579        8.40483        7.51389       15.91872       15.93145        7.50000       14.90730        4.90739
   800000.00000        2.48475        2.18462       -0.00708      273.79320       -7.00756      233.69344        8.40185        7.51123       15.91308       15.92336        7.50000       14.90298        4.90306
   850000.00000        2.48398        2.18384       -0.00543      273.57240       -7.00582      233.66729        8.39944        7.50907       15.90851       15.91682        7.50000       14.89949        4.89955
   900000.00000        2.48336        2.18321       -0.00417      273.39403       -7.00449      233.64616        8.39749        7.50733       15.90482       15.91154        7.50000       14.89667        4.89672
   950000.00000        2.48285        2.18271       -0.00321      273.24993       -7.00347      233.62908        8.39592        7.50593       15.90184       15.90727        7.50000       14.89438        4.89442
  1000000.00000        2.48245        2.18230       -0.00248      273.13351       -7.00268      233.61527        8.39464        7.50479       15.89943       15.90382        7.50000       14.89254        4.89257
  1050000.00000        2.48212        2.18197       -0.00191      273.03945       -7.00208      233.60412        8.39362        7.50387       15.89749       15.90103        7.50000       14.89105        4.89107
  1100000.00000        2.48185        2.18170       -0.00148      272.96345       -7.00162      233.59510        8.39278        7.50313       15.89591       15.89878        7.50000       14.88984        4.88986
  1150000.00000        2.48164        2.18148       -0.00115      272.90205       -7.00126      233.58782        8.39211        7.50253       15.89464       15.89695        7.50000       14.88887        4.88889
  1200000.00000        2.48146        2.18131       -0.00089      272.85243       -7.00098      233.58193        8.39157        7.50204       15.89361       15.89548        7.50000       14.88808        4.88810
  1250000.00000        2.48132        2.18117       -0.00069      272.81234       -7.00077      233.57717        8.39113        7.50165       15.89278       15.89429        7.50000       14.88745        4.88746
  1300000.00000        2.48121        2.18105       -0.00054      272.77995       -7.00060      233.57333        8.39078        7.50133       15.89211       15.89333        7.50000       14.88693        4.88694
  1350000.00000        2.48112        2.18096       -0.00042      272.75378       -7.00047      233.57022        8.39049        7.50108       15.89157       15.89256        7.50000       14.88652        4.88652
  1400000.00000        2.48104        2.18089       -0.00033      272.73263       -7.00037      233.56771        8.39026        7.50087       15.89113       15.89193        7.50000       14.88618        4.88619
  1450000.00000        2.48098        2.18083       -0.00026      272.71554       -7.00029      233.56568        8.39007        7.50070       15.89078       15.89142        7.50000       14.88591        4.88592
  1500000.00000        2.48093        2.18078       -0.00020      272.70173       -7.00023      233.56404        8.38992        7.50057       15.89049       15.89101        7.50000       14.88569        4.88570
  1550000.00000        2.48089        2.18074       -0.00016      272.69058       -7.00018      233.56272        8.38980        7.50046       15.89026       15.89068        7.50000       14.88551        4.88552
  1600000.00000        2.48086        2.18071       -0.00013      272.68156       -7.00014      233.56165        8.38970        7.50037       15.89007       15.89041        7.50000       14.88537        4.88537
  1650000.00000        2.48084        2.18068       -0.00010      272.67428       -7.00011      233.56078        8.38962        7.50030       15.88992       15.89020        7.50000       14.88526        4.88526
  1700000.00000        2.48082        2.18066       -0.00008      272.66839       -7.00009      233.56009        8.38956        7.50024       15.88980       15.89002        7.50000       14.88516        4.88516
  1750000.00000        2.48080        2.18064       -0.00006      272.66363       -7.00007      233.55952        8.38951        7.50020       15.88970       15.88988        7.50000       14.88509        4.88509
  1800000.00000        2.48079        2.18063       -0.00005      272.65979       -7.00006      233.55906        8.38946        7.50016       15.88962       15.88977        7.50000       14.88503        4.88503
  1850000.00000        2.48078        2.18062       -0.00004      272.65669       -7.00004      233.55870        8.38943        7.50013       15.88956       15.88967        7.50000       14.88498        4.88498
  1900000.00000        2.48077        2.18061       -0.00003      272.65418       -7.00004      233.55840        8.38940        7.50010       15.88951       15.88960        7.50000       14.88494        4.88494
  1950000.00000        2.48076        2.18060       -0.00002      272.65215       -7.00003      233.55816        8.38938        7.50008       15.88946       15.88954        7.50000       14.88490        4.88490

