           year        tco2         alk     d13Cocn        pCO2     d13Catm     CO3   WeatC   WeatS    TotW    BurC   Degas    Tatm        Tocn
       50.00000        2.48247        2.21965       -0.36289      994.50262      -16.10994      226.79290       13.71813       12.26397       25.98210       14.19822        7.50000       20.99310        5.50693
      100.00000        2.48362        2.23378       -0.49404      895.63235      -15.46713      214.45236       13.17801       11.78111       24.95912       11.11309        7.50000       20.48565        5.75586
      150.00000        2.48490        2.24522       -0.60029      816.73465      -14.79046      204.74995       12.71243       11.36488       24.07730        8.68749        7.50000       20.03244        5.96969
      200.00000        2.48628        2.25450       -0.68651      753.81257      -14.10245      197.15942       12.31511       11.00967       23.32478        6.78986        7.50000       19.63332        6.15287
      250.00000        2.48773        2.26206       -0.75657      703.61805      -13.42454      191.25097       11.97908       10.70927       22.68835        5.31274        7.50000       19.28634        6.30955
      300.00000        2.48923        2.26826       -0.81358      663.53381      -12.77496      186.67752       11.69707       10.45715       22.15422        4.16938        7.50000       18.98810        6.44347
      350.00000        2.49076        2.27336       -0.86003      631.46507      -12.16752      183.16111       11.46187       10.24689       21.70876        3.29028        7.50000       18.73423        6.55801
      400.00000        2.49232        2.27761       -0.89793      605.74375      -11.61124      180.48043       11.26666       10.07236       21.33902        2.62011        7.50000       18.51983        6.65610
      450.00000        2.49390        2.28117       -0.92890      585.04626      -11.11079      178.46004       11.10515        9.92798       21.03313        2.11501        7.50000       18.33984        6.74029
      500.00000        2.49549        2.28419       -0.95422      568.32480      -10.66722      176.96110       10.97178        9.80874       20.78052        1.74027        7.50000       18.18937        6.81274
      550.00000        2.49708        2.28678       -0.97496      554.75105      -10.27890      175.87395       10.86166        9.71030       20.57196        1.46849        7.50000       18.06387        6.87530
      600.00000        2.49867        2.28903       -0.99197      543.67064       -9.94238      175.11199       10.77065        9.62893       20.39958        1.27800        7.50000       17.95924        6.92950
      650.00000        2.50026        2.29100       -1.00594      534.56668       -9.65317      174.60685       10.69523        9.56150       20.25673        1.15171        7.50000       17.87192        6.97662
      700.00000        2.50185        2.29276       -1.01742      527.03085       -9.40630      174.30451       10.63247        9.50540       20.13787        1.07613        7.50000       17.79883        7.01773
      750.00000        2.50343        2.29434       -1.02687      520.74049       -9.19672      174.16230       10.57998        9.45847       20.03845        1.04058        7.50000       17.73738        7.05371
      800.00000        2.50501        2.29579       -1.03467      515.44048       -9.01959      174.14647       10.53576        9.41895       19.95471        1.03662        7.50000       17.68541        7.08530
      850.00000        2.50658        2.29712       -1.04111      510.92899       -8.87042      174.23033       10.49823        9.38539       19.88362        1.05758        7.50000       17.64114        7.11309
      900.00000        2.50814        2.29836       -1.04643      507.04627       -8.74515      174.39274       10.46607        9.35664       19.82272        1.09819        7.50000       17.60309        7.13759
      950.00000        2.50969        2.29953       -1.05085      503.66581       -8.64020      174.61698       10.43825        9.33176       19.77001        1.15424        7.50000       17.57007        7.15921
     1000.00000        2.51123        2.30064       -1.05451      500.68733       -8.55243      174.88976       10.41390        9.31000       19.72390        1.22244        7.50000       17.54112        7.17831
     1500.00000        2.52608        2.31001       -1.07030      481.49192       -8.18459      178.76569       10.26239        9.17455       19.43695        2.19142        7.50000       17.35955        7.27672
     2000.00000        2.53988        2.31804       -1.07390      468.43275       -8.12694      183.00568       10.16244        9.08519       19.24763        3.25142        7.50000       17.23840        7.28048
     2500.00000        2.55266        2.32537       -1.07531      457.11691       -8.11793      187.05311       10.07505        9.00707       19.08212        4.26328        7.50000       17.13158        7.23789
     3000.00000        2.56450        2.33208       -1.07600      446.96024       -8.11615      190.85757        9.99545        8.93590       18.93135        5.21439        7.50000       17.03353        7.17168
     3500.00000        2.57546        2.33825       -1.07625      437.79076       -8.11515      194.42242        9.92253        8.87072       18.79325        6.10560        7.50000       16.94310        7.09453
     4000.00000        2.58558        2.34391       -1.07613      429.49450       -8.11401      197.75738        9.85567        8.81095       18.66662        6.93935        7.50000       16.85962        7.01372
     4500.00000        2.59494        2.34910       -1.07570      421.97573       -8.11260      200.87327        9.79432        8.75610       18.55042        7.71832        7.50000       16.78257        6.93338
     5000.00000        2.60358        2.35386       -1.07500      415.15094       -8.11094      203.78113        9.73799        8.70574       18.44372        8.44528        7.50000       16.71143        6.85578
     5500.00000        2.61155        2.35821       -1.07406      408.94686       -8.10909      206.49207        9.68624        8.65947       18.34571        9.12302        7.50000       16.64575        6.78208
     6000.00000        2.61891        2.36220       -1.07291      403.29896       -8.10706      209.01709        9.63866        8.61694       18.25560        9.75427        7.50000       16.58508        6.71281
     6500.00000        2.62568        2.36585       -1.07158      398.15035       -8.10488      211.36695        9.59490        8.57782       18.17272       10.34174        7.50000       16.52902        6.64809
     7000.00000        2.63192        2.36918       -1.07009      393.45072       -8.10258      213.55214        9.55462        8.54181       18.09643       10.88804        7.50000       16.47723        6.58788
     7500.00000        2.63766        2.37222       -1.06846      389.15553       -8.10019      215.58280        9.51753        8.50864       18.02617       11.39570        7.50000       16.42935        6.53198
     8000.00000        2.64293        2.37499       -1.06671      385.22522       -8.09770      217.46864        9.48334        8.47808       17.96142       11.86716        7.50000       16.38507        6.48017
     8500.00000        2.64778        2.37751       -1.06485      381.62463       -8.09515      219.21899        9.45181        8.44990       17.90171       12.30475        7.50000       16.34411        6.43217
     9000.00000        2.65223        2.37980       -1.06290      378.32239       -8.09254      220.84270        9.42273        8.42389       17.84662       12.71067        7.50000       16.30620        6.38773
     9500.00000        2.65631        2.38189       -1.06086      375.29049       -8.08988      222.34819        9.39587        8.39988       17.79575       13.08705        7.50000       16.27111        6.34659
    10000.00000        2.66005        2.38377       -1.05875      372.50389       -8.08718      223.74343        9.37106        8.37770       17.74876       13.43586        7.50000       16.23860        6.30850
    10500.00000        2.66348        2.38548       -1.05657      369.94011       -8.08445      225.03594        9.34812        8.35719       17.70531       13.75899        7.50000       16.20848        6.27322
    11000.00000        2.66661        2.38702       -1.05433      367.57898       -8.08170      226.23280        9.32690        8.33822       17.66512       14.05820        7.50000       16.18056        6.24054
    11500.00000        2.66947        2.38841       -1.05205      365.40235       -8.07893      227.34067        9.30726        8.32066       17.62792       14.33517        7.50000       16.15466        6.21026
    12000.00000        2.67208        2.38966       -1.04972      363.39386       -8.07614      228.36581        9.28906        8.30440       17.59346       14.59145        7.50000       16.13063        6.18218
    12500.00000        2.67446        2.39077       -1.04735      361.53875       -8.07334      229.31406        9.27220        8.28932       17.56152       14.82851        7.50000       16.10831        6.15614
    13000.00000        2.67662        2.39176       -1.04494      359.82368       -8.07053      230.19090        9.25656        8.27534       17.53190       15.04773        7.50000       16.08758        6.13197
    13500.00000        2.67858        2.39265       -1.04251      358.23658       -8.06771      231.00147        9.24204        8.26236       17.50440       15.25037        7.50000       16.06831        6.10954
    14000.00000        2.68036        2.39342       -1.04004      356.76650       -8.06489      231.75053        9.22855        8.25030       17.47886       15.43763        7.50000       16.05038        6.08869
    14500.00000        2.68197        2.39411       -1.03756      355.40350       -8.06207      232.44255        9.21602        8.23910       17.45511       15.61064        7.50000       16.03370        6.06932
    15000.00000        2.68342        2.39471       -1.03505      354.13858       -8.05925      233.08169        9.20436        8.22867       17.43302       15.77042        7.50000       16.01816        6.05130
    15500.00000        2.68473        2.39522       -1.03252      352.96353       -8.05643      233.67181        9.19350        8.21896       17.41246       15.91795        7.50000       16.00367        6.03452
    16000.00000        2.68590        2.39566       -1.02998      351.87088       -8.05361      234.21650        9.18338        8.20992       17.39330       16.05413        7.50000       15.99016        6.01890
    16500.00000        2.68695        2.39603       -1.02742      350.85381       -8.05080      234.71913        9.17394        8.20148       17.37542       16.17978        7.50000       15.97754        6.00434
    17000.00000        2.68789        2.39634       -1.02485      349.90613       -8.04799      235.18279        9.16513        8.19361       17.35874       16.29570        7.50000       15.96576        5.99076
    17500.00000        2.68872        2.39659       -1.02228      349.02217       -8.04518      235.61038        9.15690        8.18625       17.34315       16.40259        7.50000       15.95474        5.97809
    18000.00000        2.68945        2.39679       -1.01969      348.19674       -8.04238      236.00458        9.14921        8.17937       17.32857       16.50114        7.50000       15.94442        5.96625
    18500.00000        2.69009        2.39693       -1.01709      347.42512       -8.03959      236.36787        9.14200        8.17292       17.31493       16.59197        7.50000       15.93476        5.95517
    19000.00000        2.69065        2.39703       -1.01449      346.70297       -8.03680      236.70257        9.13525        8.16689       17.30214       16.67564        7.50000       15.92570        5.94481
    19500.00000        2.69113        2.39709       -1.01189      346.02633       -8.03402      237.01082        9.12891        8.16122       17.29014       16.75270        7.50000       15.91719        5.93510
    20000.00000        2.69154        2.39711       -1.00928      345.39156       -8.03124      237.29459        9.12296        8.15590       17.27887       16.82365        7.50000       15.90919        5.92600
    20500.00000        2.69188        2.39709       -1.00667      344.79534       -8.02847      237.55574        9.11737        8.15090       17.26827       16.88893        7.50000       15.90167        5.91745
    21000.00000        2.69217        2.39704       -1.00405      344.23461       -8.02571      237.79595        9.11210        8.14619       17.25829       16.94899        7.50000       15.89458        5.90942
    21500.00000        2.69239        2.39696       -1.00144      343.70375       -8.02295      238.01923        9.10711        8.14173       17.24885       17.00481        7.50000       15.88787        5.90186
    22000.00000        2.69257        2.39685       -0.99882      343.20455       -8.02021      238.22182        9.10241        8.13753       17.23994       17.05545        7.50000       15.88154        5.89473
    22500.00000        2.69270        2.39672       -0.99621      342.73441       -8.01746      238.40807        9.09798        8.13357       17.23156       17.10202        7.50000       15.87557        5.88801
    23000.00000        2.69278        2.39656       -0.99359      342.29003       -8.01473      238.57907        9.09379        8.12983       17.22362       17.14477        7.50000       15.86993        5.88167
    23500.00000        2.69283        2.39638       -0.99097      341.86926       -8.01200      238.73595        9.08982        8.12628       17.21610       17.18399        7.50000       15.86457        5.87567
    24000.00000        2.69283        2.39618       -0.98836      341.47023       -8.00928      238.87979        9.08606        8.12291       17.20897       17.21995        7.50000       15.85949        5.87000
    24500.00000        2.69280        2.39596       -0.98575      341.09126       -8.00657      239.01158        9.08248        8.11971       17.20219       17.25289        7.50000       15.85466        5.86463
    25000.00000        2.69275        2.39572       -0.98314      340.73080       -8.00387      239.13222        9.07907        8.11667       17.19574       17.28305        7.50000       15.85006        5.85953
    30000.00000        2.69088        2.39267       -0.95724      337.88018       -7.97722      239.88416        9.05207        8.09253       17.14459       17.47104        7.50000       15.81355        5.81969
    35000.00000        2.68766        2.38891       -0.93182      335.84783       -7.95127      240.14646        9.03275        8.07525       17.10800       17.53662        7.50000       15.78737        5.79198
    40000.00000        2.68389        2.38489       -0.90698      334.19802       -7.92601      240.18889        9.01703        8.06120       17.07822       17.54722        7.50000       15.76603        5.76991
    45000.00000        2.67992        2.38079       -0.88275      332.73611       -7.90141      240.13354        9.00306        8.04871       17.05177       17.53338        7.50000       15.74704        5.75056
    50000.00000        2.67590        2.37671       -0.85913      331.37460       -7.87744      240.03552        8.99002        8.03705       17.02707       17.50888        7.50000       15.72928        5.73260
    55000.00000        2.67190        2.37268       -0.83612      330.07387       -7.85410      239.91971        8.97753        8.02588       17.00341       17.47993        7.50000       15.71225        5.71546
    60000.00000        2.66797        2.36872       -0.81370      328.81575       -7.83137      239.79729        8.96541        8.01506       16.98047       17.44932        7.50000       15.69572        5.69884
    65000.00000        2.66409        2.36483       -0.79187      327.59174       -7.80923      239.67326        8.95360        8.00449       16.95809       17.41832        7.50000       15.67958        5.68262
    70000.00000        2.66030        2.36101       -0.77062      326.39768       -7.78766      239.54988        8.94205        7.99417       16.93621       17.38747        7.50000       15.66377        5.66675
    75000.00000        2.65657        2.35728       -0.74991      325.23135       -7.76666      239.42811        8.93073        7.98405       16.91479       17.35703        7.50000       15.64827        5.65120
    80000.00000        2.65293        2.35361       -0.72976      324.09144       -7.74620      239.30839        8.91965        7.97414       16.89380       17.32710        7.50000       15.63307        5.63594
    85000.00000        2.64935        2.35003       -0.71013      322.97703       -7.72628      239.19088        8.90879        7.96444       16.87323       17.29772        7.50000       15.61816        5.62098
    90000.00000        2.64585        2.34651       -0.69102      321.88740       -7.70688      239.07562        8.89815        7.95492       16.85307       17.26891        7.50000       15.60353        5.60630
    95000.00000        2.64242        2.34307       -0.67241      320.82191       -7.68799      238.96262        8.88772        7.94559       16.83331       17.24065        7.50000       15.58918        5.59189
   100000.00000        2.63906        2.33970       -0.65429      319.78000       -7.66959      238.85184        8.87749        7.93646       16.81395       17.21296        7.50000       15.57510        5.57776
   150000.00000        2.60903        2.30955       -0.49755      310.54371       -7.51030      237.85872        8.78587        7.85454       16.64041       16.96468        7.50000       15.44822        5.45042
   200000.00000        2.58464        2.28505       -0.37798      303.14384       -7.38857      237.04829        8.71112        7.78772       16.49883       16.76207        7.50000       15.34382        5.34562
   250000.00000        2.56485        2.26516       -0.28697      297.20671       -7.29574      236.38819        8.65025        7.73330       16.38355       16.59705        7.50000       15.25820        5.25967
   300000.00000        2.54881        2.24904       -0.21782      292.43732       -7.22506      235.85135        8.60075        7.68905       16.28980       16.46284        7.50000       15.18817        5.18937
   350000.00000        2.53580        2.23597       -0.16534      288.60203       -7.17130      235.41528        8.56055        7.65311       16.21366       16.35382        7.50000       15.13102        5.13200
   400000.00000        2.52528        2.22538       -0.12554      285.51521       -7.13044      235.06143        8.52793        7.62395       16.15188       16.26536        7.50000       15.08446        5.08526
   450000.00000        2.51675        2.21681       -0.09538      283.02901       -7.09940      234.77453        8.50149        7.60031       16.10179       16.19363        7.50000       15.04660        5.04725
   500000.00000        2.50986        2.20987       -0.07252      281.02536       -7.07581      234.54206        8.48006        7.58115       16.06121       16.13552        7.50000       15.01585        5.01638
   550000.00000        2.50428        2.20426       -0.05518      279.40981       -7.05787      234.35379        8.46271        7.56564       16.02834       16.08845        7.50000       14.99089        4.99132
   600000.00000        2.49977        2.19972       -0.04204      278.10666       -7.04423      234.20139        8.44866        7.55308       16.00174       16.05035        7.50000       14.97065        4.97100
   650000.00000        2.49612        2.19605       -0.03206      277.05516       -7.03385      234.07806        8.43729        7.54292       15.98021       16.01952        7.50000       14.95425        4.95454
   700000.00000        2.49317        2.19309       -0.02449      276.20648       -7.02594      233.97829        8.42810        7.53470       15.96280       15.99457        7.50000       14.94097        4.94120
   750000.00000        2.49078        2.19069       -0.01873      275.52136       -7.01991      233.89759        8.42066        7.52805       15.94871       15.97440        7.50000       14.93022        4.93041
   800000.00000        2.48885        2.18875       -0.01434      274.96817       -7.01531      233.83234        8.41465        7.52267       15.93732       15.95808        7.50000       14.92152        4.92167
   850000.00000        2.48730        2.18718       -0.01100      274.52144       -7.01179      233.77957        8.40978        7.51833       15.92811       15.94489        7.50000       14.91448        4.91460
   900000.00000        2.48604        2.18591       -0.00845      274.16064       -7.00909      233.73692        8.40585        7.51481       15.92067       15.93423        7.50000       14.90879        4.90889
   950000.00000        2.48502        2.18489       -0.00651      273.86922       -7.00702      233.70244        8.40268        7.51197       15.91465       15.92561        7.50000       14.90418        4.90426
  1000000.00000        2.48419        2.18406       -0.00502      273.63381       -7.00544      233.67456        8.40011        7.50967       15.90978       15.91864        7.50000       14.90046        4.90053
  1050000.00000        2.48353        2.18339       -0.00387      273.44364       -7.00421      233.65204        8.39803        7.50782       15.90585       15.91301        7.50000       14.89745        4.89750
  1100000.00000        2.48299        2.18285       -0.00300      273.29001       -7.00327      233.63383        8.39635        7.50632       15.90267       15.90846        7.50000       14.89502        4.89506
  1150000.00000        2.48256        2.18241       -0.00232      273.16589       -7.00255      233.61911        8.39500        7.50511       15.90010       15.90478        7.50000       14.89305        4.89309
  1200000.00000        2.48221        2.18206       -0.00180      273.06561       -7.00198      233.60722        8.39390        7.50413       15.89803       15.90181        7.50000       14.89146        4.89149
  1250000.00000        2.48192        2.18177       -0.00140      272.98459       -7.00155      233.59761        8.39302        7.50333       15.89635       15.89940        7.50000       14.89018        4.89020
  1300000.00000        2.48169        2.18154       -0.00109      272.91913       -7.00121      233.58984        8.39230        7.50269       15.89499       15.89746        7.50000       14.88914        4.88916
  1350000.00000        2.48151        2.18136       -0.00085      272.86623       -7.00095      233.58357        8.39172        7.50218       15.89390       15.89589        7.50000       14.88830        4.88832
  1400000.00000        2.48136        2.18121       -0.00067      272.82349       -7.00075      233.57850        8.39125        7.50176       15.89301       15.89462        7.50000       14.88762        4.88764
  1450000.00000        2.48124        2.18108       -0.00052      272.78896       -7.00059      233.57440        8.39088        7.50142       15.89230       15.89360        7.50000       14.88708        4.88709
  1500000.00000        2.48114        2.18099       -0.00041      272.76106       -7.00046      233.57109        8.39057        7.50115       15.89172       15.89277        7.50000       14.88663        4.88664
  1550000.00000        2.48106        2.18091       -0.00032      272.73851       -7.00036      233.56841        8.39032        7.50093       15.89125       15.89210        7.50000       14.88628        4.88628
  1600000.00000        2.48100        2.18084       -0.00025      272.72030       -7.00029      233.56625        8.39013        7.50075       15.89088       15.89156        7.50000       14.88599        4.88599
  1650000.00000        2.48095        2.18079       -0.00020      272.70558       -7.00023      233.56450        8.38996        7.50061       15.89057       15.89113        7.50000       14.88575        4.88576
  1700000.00000        2.48091        2.18075       -0.00016      272.69368       -7.00018      233.56309        8.38983        7.50049       15.89032       15.89077        7.50000       14.88556        4.88557
  1750000.00000        2.48087        2.18071       -0.00012      272.68407       -7.00014      233.56195        8.38973        7.50040       15.89012       15.89049        7.50000       14.88541        4.88541
  1800000.00000        2.48084        2.18069       -0.00010      272.67630       -7.00011      233.56103        8.38964        7.50032       15.88996       15.89026        7.50000       14.88529        4.88529
  1850000.00000        2.48082        2.18066       -0.00008      272.67003       -7.00009      233.56028        8.38958        7.50026       15.88983       15.89007        7.50000       14.88519        4.88519
  1900000.00000        2.48080        2.18065       -0.00006      272.66496       -7.00007      233.55968        8.38952        7.50021       15.88973       15.88992        7.50000       14.88511        4.88511
  1950000.00000        2.48079        2.18063       -0.00005      272.66086       -7.00006      233.55919        8.38947        7.50017       15.88964       15.88980        7.50000       14.88504        4.88504
