           year        tco2         alk     d13Cocn        pCO2     d13Catm     CO3   WeatC   WeatS    TotW    BurC   Degas    Tatm        Tocn
   500000.00000        2.52477        2.22487       -0.10967      285.36743       -7.11458      235.04443        8.52636        7.62255       16.14891       16.26111        7.50000       15.08222        5.08301
   550000.00000        2.51634        2.21640       -0.08353      282.90994       -7.08756      234.76075        8.50022        7.59917       16.09939       16.19019        7.50000       15.04478        5.04542
   600000.00000        2.50953        2.20954       -0.06369      280.92937       -7.06698      234.53089        8.47903        7.58023       16.05926       16.13272        7.50000       15.01437        5.01489
   650000.00000        2.50401        2.20399       -0.04860      279.33239       -7.05129      234.34475        8.46187        7.56489       16.02677       16.08619        7.50000       14.98969        4.99011
   700000.00000        2.49955        2.19951       -0.03713      278.04421       -7.03933      234.19407        8.44799        7.55248       16.00046       16.04852        7.50000       14.96968        4.97002
   750000.00000        2.49594        2.19588       -0.02841      277.00476       -7.03020      234.07214        8.43675        7.54243       15.97918       16.01804        7.50000       14.95347        4.95374
   800000.00000        2.49303        2.19294       -0.02177      276.16580       -7.02322      233.97350        8.42766        7.53430       15.96196       15.99338        7.50000       14.94034        4.94056
   850000.00000        2.49067        2.19057       -0.01670      275.48851       -7.01788      233.89372        8.42030        7.52773       15.94804       15.97343        7.50000       14.92971        4.92989
   900000.00000        2.48876        2.18865       -0.01283      274.94164       -7.01379      233.82921        8.41436        7.52242       15.93677       15.95730        7.50000       14.92110        4.92125
   950000.00000        2.48722        2.18710       -0.00988      274.50001       -7.01066      233.77704        8.40955        7.51812       15.92767       15.94426        7.50000       14.91414        4.91426
  1000000.00000        2.48598        2.18585       -0.00762      274.14334       -7.00825      233.73487        8.40567        7.51464       15.92031       15.93372        7.50000       14.90852        4.90861
  1050000.00000        2.48497        2.18484       -0.00588      273.85524       -7.00640      233.70078        8.40252        7.51183       15.91436       15.92520        7.50000       14.90396        4.90404
  1100000.00000        2.48416        2.18402       -0.00455      273.62252       -7.00497      233.67323        8.39998        7.50956       15.90955       15.91831        7.50000       14.90028        4.90035
  1150000.00000        2.48350        2.18336       -0.00353      273.43452       -7.00386      233.65096        8.39793        7.50773       15.90566       15.91274        7.50000       14.89731        4.89736
  1200000.00000        2.48297        2.18282       -0.00274      273.28264       -7.00301      233.63295        8.39627        7.50625       15.90252       15.90824        7.50000       14.89490        4.89494
  1250000.00000        2.48254        2.18239       -0.00213      273.15994       -7.00235      233.61841        8.39493        7.50505       15.89998       15.90460        7.50000       14.89296        4.89299
  1300000.00000        2.48219        2.18204       -0.00166      273.06080       -7.00184      233.60665        8.39385        7.50408       15.89793       15.90166        7.50000       14.89139        4.89141
  1350000.00000        2.48191        2.18176       -0.00130      272.98070       -7.00144      233.59715        8.39297        7.50330       15.89627       15.89929        7.50000       14.89012        4.89014
  1400000.00000        2.48168        2.18153       -0.00101      272.91599       -7.00113      233.58947        8.39227        7.50266       15.89493       15.89737        7.50000       14.88909        4.88911
  1450000.00000        2.48150        2.18135       -0.00079      272.86369       -7.00089      233.58327        8.39169        7.50215       15.89385       15.89582        7.50000       14.88826        4.88828
  1500000.00000        2.48135        2.18120       -0.00062      272.82144       -7.00070      233.57825        8.39123        7.50174       15.89297       15.89456        7.50000       14.88759        4.88760
  1550000.00000        2.48123        2.18108       -0.00049      272.78731       -7.00055      233.57420        8.39086        7.50141       15.89226       15.89355        7.50000       14.88705        4.88706
  1600000.00000        2.48114        2.18098       -0.00038      272.75972       -7.00044      233.57093        8.39056        7.50114       15.89169       15.89273        7.50000       14.88661        4.88662
  1650000.00000        2.48106        2.18090       -0.00030      272.73743       -7.00034      233.56828        8.39031        7.50092       15.89123       15.89207        7.50000       14.88626        4.88626
  1700000.00000        2.48100        2.18084       -0.00024      272.71942       -7.00027      233.56614        8.39012        7.50074       15.89086       15.89154        7.50000       14.88597        4.88598
  1750000.00000        2.48094        2.18079       -0.00019      272.70487       -7.00022      233.56442        8.38996        7.50060       15.89056       15.89110        7.50000       14.88574        4.88575
  1800000.00000        2.48090        2.18075       -0.00015      272.69311       -7.00017      233.56302        8.38983        7.50048       15.89031       15.89076        7.50000       14.88555        4.88556
  1850000.00000        2.48087        2.18071       -0.00012      272.68361       -7.00014      233.56189        8.38972        7.50039       15.89011       15.89047        7.50000       14.88540        4.88541
  1900000.00000        2.48084        2.18069       -0.00009      272.67593       -7.00011      233.56098        8.38964        7.50032       15.88996       15.89025        7.50000       14.88528        4.88528
  1950000.00000        2.48082        2.18066       -0.00007      272.66973       -7.00009      233.56024        8.38957        7.50026       15.88983       15.89006        7.50000       14.88518        4.88518
