year,cps(CRU),cps(iCRU),no-dendro cps(CRU), no-dendro cps(iCRU), no-luter cps(CRU), no-luter cps(iCRU), uncertainty
812,-0.87753,-0.73011,-0.91916,NaN,-0.87753,-0.73011,0.26535
813,-0.89236,-0.74227,-0.92922,NaN,-0.89236,-0.74227,0.26535
814,-0.87357,-0.72686,-0.89838,NaN,-0.87357,-0.72686,0.26535
815,-0.83613,-0.69616,-0.84944,NaN,-0.83613,-0.69616,0.26535
816,-0.80093,-0.66731,-0.81158,NaN,-0.80093,-0.66731,0.26535
817,-0.78771,-0.65646,-0.81056,NaN,-0.78771,-0.65646,0.26535
818,-0.80835,-0.67339,-0.85993,NaN,-0.80835,-0.67339,0.26535
819,-0.863,-0.7182,-0.95627,NaN,-0.863,-0.7182,0.26535
820,-0.94007,-0.78139,-1.0801,NaN,-0.94007,-0.78139,0.26535
821,-1.0201,-0.84703,-1.2022,NaN,-1.0201,-0.84703,0.26535
822,-1.0824,-0.89807,-1.2928,NaN,-1.0824,-0.89807,0.26535
823,-1.1114,-0.92188,-1.3314,NaN,-1.1114,-0.92188,0.26535
824,-1.1021,-0.91422,-1.3132,NaN,-1.1021,-0.91422,0.26535
825,-1.0609,-0.8805,-1.2501,NaN,-1.0609,-0.8805,0.26535
826,-1.004,-0.83378,-1.167,NaN,-1.004,-0.83378,0.26535
827,-0.95131,-0.7906,-1.0935,NaN,-0.95131,-0.7906,0.26535
828,-0.92102,-0.76577,-1.0547,NaN,-0.92102,-0.76577,0.26535
829,-0.92367,-0.76794,-1.0639,NaN,-0.92367,-0.76794,0.26535
830,-0.95947,-0.79729,-1.1188,NaN,-0.95947,-0.79729,0.26535
831,-1.0186,-0.84581,-1.2031,NaN,-1.0186,-0.84581,0.26535
832,-1.0847,-0.89995,-1.2919,NaN,-1.0847,-0.89995,0.26535
833,-1.1394,-0.9448,-1.3594,NaN,-1.1394,-0.9448,0.26535
834,-1.168,-0.96824,-1.386,NaN,-1.168,-0.96824,0.26535
835,-1.163,-0.96419,-1.3641,NaN,-1.163,-0.96419,0.26535
836,-1.1261,-0.93389,-1.2989,NaN,-1.1261,-0.93389,0.26535
837,-1.0667,-0.88517,-1.2062,NaN,-1.0667,-0.88517,0.26535
838,-0.99946,-0.83008,-1.1081,NaN,-0.99946,-0.83008,0.26535
839,-0.94025,-0.78153,-1.0261,NaN,-0.94025,-0.78153,0.26535
840,-0.90187,-0.75007,-0.9762,NaN,-0.90187,-0.75007,0.26535
841,-0.8913,-0.7414,-0.96516,NaN,-0.8913,-0.7414,0.26535
842,-0.90838,-0.7554,-0.98989,NaN,-0.90838,-0.7554,0.26535
843,-0.94633,-0.78652,-1.0392,NaN,-0.94633,-0.78652,0.26535
844,-0.99388,-0.8255,-1.0974,NaN,-0.99388,-0.8255,0.26535
845,-1.0382,-0.86185,-1.1486,NaN,-1.0382,-0.86185,0.26535
846,-1.068,-0.88627,-1.1801,NaN,-1.068,-0.88627,0.26535
847,-1.0757,-0.89263,-1.1849,NaN,-1.0757,-0.89263,0.26535
848,-1.0591,-0.87896,-1.1619,NaN,-1.0591,-0.87896,0.26535
849,-1.0205,-0.84735,-1.1151,NaN,-1.0205,-0.84735,0.26535
850,-0.9665,-0.80306,-1.0512,NaN,-0.9665,-0.80306,0.26535
851,-0.90548,-0.75303,-0.9781,NaN,-0.90548,-0.75303,0.26535
852,-0.84618,-0.70441,-0.90332,NaN,-0.84618,-0.70441,0.26535
853,-0.79598,-0.66325,-0.83353,NaN,-0.79598,-0.66325,0.26535
854,-0.75991,-0.63367,-0.77462,NaN,-0.75991,-0.63367,0.26535
855,-0.74014,-0.61746,-0.73179,NaN,-0.74014,-0.61746,0.26535
856,-0.73592,-0.61401,-0.70918,NaN,-0.73592,-0.61401,0.26535
857,-0.74382,-0.62048,-0.70887,NaN,-0.74382,-0.62048,0.26535
858,-0.7582,-0.63227,-0.72944,NaN,-0.7582,-0.63227,0.26535
859,-0.77207,-0.64364,-0.76483,NaN,-0.77207,-0.64364,0.26535
860,-0.77819,-0.64866,-0.80426,NaN,-0.77819,-0.64866,0.26535
861,-0.77043,-0.6423,-0.83378,NaN,-0.77043,-0.6423,0.26535
862,-0.74522,-0.62163,-0.8394,NaN,-0.74522,-0.62163,0.26535
863,-0.70257,-0.58665,-0.81114,NaN,-0.70257,-0.58665,0.26535
864,-0.64649,-0.54067,-0.74661,NaN,-0.64649,-0.54067,0.26535
865,-0.58442,-0.48979,-0.65286,NaN,-0.58442,-0.48979,0.26535
866,-0.52566,-0.4416,-0.54555,NaN,-0.52566,-0.4416,0.26535
867,-0.47904,-0.40338,-0.44527,NaN,-0.47904,-0.40338,0.26535
868,-0.45058,-0.38005,-0.37185,NaN,-0.45058,-0.38005,0.26535
869,-0.44162,-0.3727,-0.3384,NaN,-0.44162,-0.3727,0.26535
870,-0.44825,-0.37814,-0.34704,NaN,-0.44825,-0.37814,0.26535
871,-0.46224,-0.3896,-0.38778,NaN,-0.46224,-0.3896,0.26535
872,-0.47343,-0.39878,-0.44132,NaN,-0.47343,-0.39878,0.26535
873,-0.473,-0.39843,-0.48508,NaN,-0.473,-0.39843,0.26535
874,-0.4566,-0.38498,-0.50062,NaN,-0.4566,-0.38498,0.26535
875,-0.42632,-0.36015,-0.47999,NaN,-0.42632,-0.36015,0.26535
876,-0.39076,-0.331,-0.42897,NaN,-0.39076,-0.331,0.26535
877,-0.36295,-0.3082,-0.36571,NaN,-0.36295,-0.3082,0.26535
878,-0.35659,-0.30298,-0.31523,NaN,-0.35659,-0.30298,0.26535
879,-0.38168,-0.32355,-0.30125,NaN,-0.38168,-0.32355,0.26535
880,-0.44096,-0.37215,-0.33825,NaN,-0.44096,-0.37215,0.26535
881,-0.5283,-0.44377,-0.42617,NaN,-0.5283,-0.44377,0.26535
882,-0.62978,-0.52698,-0.54974,NaN,-0.62978,-0.52698,0.26535
883,-0.7271,-0.60677,-0.68266,NaN,-0.7271,-0.60677,0.26535
884,-0.80243,-0.66854,-0.7953,NaN,-0.80243,-0.66854,0.26535
885,-0.84326,-0.70201,-0.86351,NaN,-0.84326,-0.70201,0.26535
886,-0.84557,-0.70391,-0.87559,NaN,-0.84557,-0.70391,0.26535
887,-0.81467,-0.67857,-0.8354,NaN,-0.81467,-0.67857,0.26535
888,-0.76316,-0.63634,-0.76046,NaN,-0.76316,-0.63634,0.26535
889,-0.70699,-0.59028,-0.67608,NaN,-0.70699,-0.59028,0.26535
890,-0.66068,-0.55231,-0.6072,NaN,-0.66068,-0.55231,0.26535
891,-0.63338,-0.52993,-0.57075,NaN,-0.63338,-0.52993,0.26535
892,-0.6267,-0.52445,-0.57084,NaN,-0.6267,-0.52445,0.26535
893,-0.6351,-0.53134,-0.5983,NaN,-0.6351,-0.53134,0.26535
894,-0.64843,-0.54227,-0.63427,NaN,-0.64843,-0.54227,0.26535
895,-0.65566,-0.54819,-0.65691,NaN,-0.65566,-0.54819,0.26535
896,-0.64863,-0.54243,-0.64862,NaN,-0.64863,-0.54243,0.26535
897,-0.62462,-0.52275,-0.60176,NaN,-0.62462,-0.52275,0.26535
898,-0.58693,-0.49184,-0.52097,NaN,-0.58693,-0.49184,0.26535
899,-0.54344,-0.45619,-0.42155,NaN,-0.54344,-0.45619,0.26535
900,-0.50384,-0.42372,-0.39035,NaN,-0.50384,-0.42372,0.26535
901,-0.47642,-0.40123,-0.34696,NaN,-0.47642,-0.40123,0.26535
902,-0.46559,-0.39235,-0.31535,NaN,-0.46559,-0.39235,0.26535
903,-0.47092,-0.39672,-0.30239,NaN,-0.47092,-0.39672,0.26535
904,-0.48783,-0.41059,-0.31078,NaN,-0.48783,-0.41059,0.26535
905,-0.50969,-0.42851,-0.33833,NaN,-0.50969,-0.42851,0.26535
906,-0.53035,-0.44545,-0.37877,NaN,-0.53035,-0.44545,0.26535
907,-0.54634,-0.45856,-0.42382,NaN,-0.54634,-0.45856,0.26535
908,-0.55781,-0.46796,-0.46572,NaN,-0.55781,-0.46796,0.26535
909,-0.56806,-0.47637,-0.49963,NaN,-0.56806,-0.47637,0.26535
910,-0.58192,-0.48773,-0.52483,NaN,-0.58192,-0.48773,0.26535
911,-0.60353,-0.50545,-0.54459,NaN,-0.60353,-0.50545,0.26535
912,-0.63456,-0.5309,-0.56467,NaN,-0.63456,-0.5309,0.26535
913,-0.6733,-0.56266,-0.59094,NaN,-0.6733,-0.56266,0.26535
914,-0.71507,-0.5969,-0.62708,NaN,-0.71507,-0.5969,0.26535
915,-0.75358,-0.62848,-0.67285,NaN,-0.75358,-0.62848,0.26535
916,-0.78288,-0.65251,-0.72379,NaN,-0.78288,-0.65251,0.26535
917,-0.799,-0.66572,-0.77227,NaN,-0.799,-0.66572,0.26535
918,-0.8009,-0.66728,-0.80962,NaN,-0.8009,-0.66728,0.26535
919,-0.79051,-0.65876,-0.82875,NaN,-0.79051,-0.65876,0.26535
920,-0.77191,-0.64351,-0.82649,NaN,-0.77191,-0.64351,0.26535
921,-0.75008,-0.62561,-0.80475,NaN,-0.75008,-0.62561,0.26535
922,-0.72981,-0.60899,-0.77038,NaN,-0.72981,-0.60899,0.26535
923,-0.71483,-0.59671,-0.73361,NaN,-0.71483,-0.59671,0.26535
924,-0.70753,-0.59072,-0.70545,NaN,-0.70753,-0.59072,0.26535
925,-0.70897,-0.59191,-0.69492,NaN,-0.70897,-0.59191,0.26535
926,-0.71905,-0.60017,-0.70674,NaN,-0.71905,-0.60017,0.26535
927,-0.73651,-0.61448,-0.7401,NaN,-0.73651,-0.61448,0.26535
928,-0.75894,-0.63288,-0.78887,NaN,-0.75894,-0.63288,0.26535
929,-0.78275,-0.6524,-0.84318,NaN,-0.78275,-0.6524,0.26535
930,-0.80335,-0.66929,-0.89179,NaN,-0.80335,-0.66929,0.26535
931,-0.8159,-0.67958,-0.92482,NaN,-0.8159,-0.67958,0.26535
932,-0.81635,-0.67995,-0.93599,NaN,-0.81635,-0.67995,0.26535
933,-0.8027,-0.66876,-0.92391,NaN,-0.8027,-0.66876,0.26535
934,-0.77597,-0.64684,-0.89208,NaN,-0.77597,-0.64684,0.26535
935,-0.74039,-0.61767,-0.8477,NaN,-0.74039,-0.61767,0.26535
936,-0.70265,-0.58672,-0.79955,NaN,-0.70265,-0.58672,0.26535
937,-0.67014,-0.56007,-0.75554,NaN,-0.67014,-0.56007,0.26535
938,-0.64877,-0.54254,-0.72064,NaN,-0.64877,-0.54254,0.26535
939,-0.64099,-0.53617,-0.69563,NaN,-0.64099,-0.53617,0.26535
940,-0.64482,-0.5393,-0.67709,NaN,-0.64482,-0.5393,0.26535
941,-0.65412,-0.54693,-0.65866,NaN,-0.65412,-0.54693,0.26535
942,-0.66036,-0.55205,-0.63314,NaN,-0.66036,-0.55205,0.26535
943,-0.65514,-0.54777,-0.59483,NaN,-0.65514,-0.54777,0.26535
944,-0.63283,-0.52947,-0.54158,NaN,-0.63283,-0.52947,0.26535
945,-0.59235,-0.49628,-0.47574,NaN,-0.59235,-0.49628,0.26535
946,-0.53765,-0.45143,-0.4038,NaN,-0.53765,-0.45143,0.26535
947,-0.47661,-0.40139,-0.33491,NaN,-0.47661,-0.40139,0.26535
948,-0.41881,-0.35399,-0.2785,NaN,-0.41881,-0.35399,0.26535
949,-0.37286,-0.31632,-0.24188,NaN,-0.37286,-0.31632,0.26535
950,-0.34422,-0.29284,-0.22835,NaN,-0.34422,-0.29284,0.26535
951,-0.334,-0.28446,-0.23641,NaN,-0.334,-0.28446,0.26535
952,-0.33918,-0.2887,-0.26029,NaN,-0.33918,-0.2887,0.26535
953,-0.3539,-0.30077,-0.29155,NaN,-0.3539,-0.30077,0.26535
954,-0.37148,-0.31519,-0.32134,NaN,-0.37148,-0.31519,0.26535
955,-0.3863,-0.32734,-0.34265,NaN,-0.3863,-0.32734,0.26535
956,-0.39507,-0.33453,-0.35194,NaN,-0.39507,-0.33453,0.26535
957,-0.3971,-0.3362,-0.34972,NaN,-0.3971,-0.3362,0.26535
958,-0.39374,-0.33344,-0.33998,NaN,-0.39374,-0.33344,0.26535
959,-0.38713,-0.32802,-0.32856,NaN,-0.38713,-0.32802,0.26535
960,-0.37904,-0.32138,-0.32116,NaN,-0.37904,-0.32138,0.26535
961,-0.37004,-0.31401,-0.32133,NaN,-0.37004,-0.31401,0.26535
962,-0.3594,-0.30528,-0.32919,NaN,-0.3594,-0.30528,0.26535
963,-0.3456,-0.29397,-0.34125,NaN,-0.3456,-0.29397,0.26535
964,-0.32737,-0.27903,-0.3514,NaN,-0.32737,-0.27903,0.26535
965,-0.30461,-0.26036,-0.35283,NaN,-0.30461,-0.26036,0.26535
966,-0.27901,-0.23937,-0.34046,NaN,-0.27901,-0.23937,0.26535
967,-0.25411,-0.21896,-0.313,NaN,-0.25411,-0.21896,0.26535
968,-0.23461,-0.20297,-0.27405,NaN,-0.23461,-0.20297,0.26535
969,-0.2253,-0.19533,-0.23182,NaN,-0.2253,-0.19533,0.26535
970,-0.22991,-0.19911,-0.19731,NaN,-0.22991,-0.19911,0.26535
971,-0.25011,-0.21568,-0.18148,NaN,-0.25011,-0.21568,0.26535
972,-0.28516,-0.24441,-0.19216,NaN,-0.28516,-0.24441,0.26535
973,-0.33204,-0.28285,-0.23156,NaN,-0.33204,-0.28285,0.26535
974,-0.38615,-0.32722,-0.29542,NaN,-0.38615,-0.32722,0.26535
975,-0.4423,-0.37326,-0.37388,NaN,-0.4423,-0.37326,0.26535
976,-0.49559,-0.41695,-0.45404,NaN,-0.49559,-0.41695,0.26535
977,-0.54209,-0.45507,-0.52339,NaN,-0.54209,-0.45507,0.26535
978,-0.57912,-0.48543,-0.57306,NaN,-0.57912,-0.48543,0.26535
979,-0.60525,-0.50686,-0.59985,NaN,-0.60525,-0.50686,0.26535
980,-0.62009,-0.51903,-0.60643,NaN,-0.62009,-0.51903,0.26535
981,-0.62403,-0.52226,-0.59969,NaN,-0.62403,-0.52226,0.26535
982,-0.61808,-0.51739,-0.58794,NaN,-0.61808,-0.51739,0.26535
983,-0.60383,-0.5057,-0.57787,NaN,-0.60383,-0.5057,0.26535
984,-0.58336,-0.48891,-0.57238,NaN,-0.58336,-0.48891,0.26535
985,-0.55916,-0.46908,-0.56998,NaN,-0.55916,-0.46908,0.26535
986,-0.53394,-0.44839,-0.56582,NaN,-0.53394,-0.44839,0.26535
987,-0.51022,-0.42895,-0.55391,NaN,-0.51022,-0.42895,0.26535
988,-0.49002,-0.41238,-0.52963,NaN,-0.49002,-0.41238,0.26535
989,-0.47446,-0.39962,-0.49159,NaN,-0.47446,-0.39962,0.26535
990,-0.46366,-0.39077,-0.4421,NaN,-0.46366,-0.39077,0.26535
991,-0.45668,-0.38504,-0.38632,NaN,-0.45668,-0.38504,0.26535
992,-0.45178,-0.38103,-0.33038,NaN,-0.45178,-0.38103,0.26535
993,-0.4467,-0.37687,-0.27931,NaN,-0.4467,-0.37687,0.26535
994,-0.43911,-0.37064,-0.23557,NaN,-0.43911,-0.37064,0.26535
995,-0.42692,-0.36065,-0.19871,NaN,-0.42692,-0.36065,0.26535
996,-0.40866,-0.34568,-0.16627,NaN,-0.40866,-0.34568,0.26535
997,-0.38369,-0.3252,-0.13537,NaN,-0.38369,-0.3252,0.26535
998,-0.35233,-0.29949,-0.10433,NaN,-0.35233,-0.29949,0.26535
999,-0.31589,-0.26961,-0.07367,NaN,-0.31589,-0.26961,0.26535
1000,-0.27668,-0.23746,-0.078191,NaN,-0.27668,-0.23746,0.26406
1001,-0.23782,-0.2056,-0.073054,NaN,-0.23782,-0.2056,0.26406
1002,-0.20315,-0.17717,-0.07053,NaN,-0.20315,-0.17717,0.26406
1003,-0.17683,-0.15559,-0.065761,NaN,-0.17683,-0.15559,0.26406
1004,-0.16292,-0.14418,-0.057802,NaN,-0.16292,-0.14418,0.26406
1005,-0.16467,-0.14563,-0.050031,NaN,-0.16467,-0.14563,0.26406
1006,-0.18387,-0.16137,-0.048848,NaN,-0.18387,-0.16137,0.26406
1007,-0.22004,-0.19102,-0.061161,NaN,-0.22004,-0.19102,0.26406
1008,-0.27004,-0.23201,-0.09157,NaN,-0.27004,-0.23201,0.26406
1009,-0.32813,-0.27965,-0.14029,NaN,-0.32813,-0.27965,0.26406
1010,-0.38664,-0.32762,-0.20251,NaN,-0.38664,-0.32762,0.26406
1011,-0.43724,-0.3691,-0.26949,NaN,-0.43724,-0.3691,0.26406
1012,-0.47252,-0.39803,-0.33092,NaN,-0.47252,-0.39803,0.26406
1013,-0.48764,-0.41043,-0.37777,NaN,-0.48764,-0.41043,0.26406
1014,-0.48144,-0.40535,-0.40474,NaN,-0.48144,-0.40535,0.26406
1015,-0.45673,-0.38508,-0.4115,NaN,-0.45673,-0.38508,0.26406
1016,-0.41969,-0.35472,-0.40237,NaN,-0.41969,-0.35472,0.26406
1017,-0.37841,-0.32087,-0.38475,NaN,-0.37841,-0.32087,0.26406
1018,-0.34093,-0.29014,-0.36666,NaN,-0.34093,-0.29014,0.26406
1019,-0.31338,-0.26755,-0.35445,NaN,-0.31338,-0.26755,0.26406
1020,-0.29862,-0.25545,-0.35117,NaN,-0.29862,-0.25545,0.26406
1021,-0.29584,-0.25317,-0.35605,NaN,-0.29584,-0.25317,0.26406
1022,-0.30112,-0.2575,-0.36531,NaN,-0.30112,-0.2575,0.26406
1023,-0.30894,-0.26391,-0.37367,NaN,-0.30894,-0.26391,0.26406
1024,-0.31393,-0.268,-0.37623,NaN,-0.31393,-0.268,0.26406
1025,-0.31258,-0.2669,-0.37005,NaN,-0.31258,-0.2669,0.26406
1026,-0.30427,-0.26008,-0.35488,NaN,-0.30427,-0.26008,0.26406
1027,-0.29131,-0.24946,-0.33297,NaN,-0.29131,-0.24946,0.26406
1028,-0.27814,-0.23866,-0.30811,NaN,-0.27814,-0.23866,0.26406
1029,-0.26987,-0.23188,-0.28412,NaN,-0.26987,-0.23188,0.26406
1030,-0.27067,-0.23253,-0.26361,NaN,-0.27067,-0.23253,0.26406
1031,-0.2825,-0.24223,-0.24713,NaN,-0.2825,-0.24223,0.26406
1032,-0.30455,-0.26031,-0.23322,NaN,-0.30455,-0.26031,0.26406
1033,-0.33341,-0.28398,-0.21916,NaN,-0.33341,-0.28398,0.26406
1034,-0.36401,-0.30906,-0.20218,NaN,-0.36401,-0.30906,0.26406
1035,-0.39077,-0.33101,-0.18063,NaN,-0.39077,-0.33101,0.26406
1036,-0.40886,-0.34584,-0.15463,NaN,-0.40886,-0.34584,0.26406
1037,-0.415,-0.35087,-0.12606,NaN,-0.415,-0.35087,0.26406
1038,-0.40784,-0.345,-0.097753,NaN,-0.40784,-0.345,0.26406
1039,-0.38781,-0.32858,-0.072345,NaN,-0.38781,-0.32858,0.26406
1040,-0.35666,-0.30304,-0.051157,NaN,-0.35666,-0.30304,0.26406
1041,-0.31687,-0.27041,-0.033575,NaN,-0.31687,-0.27041,0.26406
1042,-0.27111,-0.23289,-0.017183,NaN,-0.27111,-0.23289,0.26406
1043,-0.22196,-0.19259,0.0013824,NaN,-0.22196,-0.19259,0.26406
1044,-0.17178,-0.15145,0.025151,NaN,-0.17178,-0.15145,0.26406
1045,-0.12281,-0.1113,0.055585,NaN,-0.12281,-0.1113,0.26406
1046,-0.077236,-0.073932,0.091816,NaN,-0.077236,-0.073932,0.26406
1047,-0.037212,-0.041116,0.13063,NaN,-0.037212,-0.041116,0.26406
1048,-0.0048193,-0.014556,0.1672,NaN,-0.0048193,-0.014556,0.26406
1049,0.018122,0.0042543,0.19629,NaN,0.018122,0.0042543,0.26406
1050,0.030252,0.0142,0.21349,NaN,0.030252,0.0142,0.26406
1051,0.030831,0.014674,0.2162,NaN,0.030831,0.014674,0.26406
1052,0.019806,0.005635,0.20397,NaN,0.019806,0.005635,0.26406
1053,-0.0022235,-0.012428,0.17827,NaN,-0.0022235,-0.012428,0.26406
1054,-0.034113,-0.038574,0.14186,NaN,-0.034113,-0.038574,0.26406
1055,-0.074283,-0.07151,0.098071,NaN,-0.074283,-0.07151,0.26406
1056,-0.12079,-0.10964,0.050299,NaN,-0.12079,-0.10964,0.26406
1057,-0.1713,-0.15106,0.0017775,NaN,-0.1713,-0.15106,0.26406
1058,-0.2231,-0.19353,-0.044337,NaN,-0.2231,-0.19353,0.26406
1059,-0.27297,-0.23442,-0.084809,NaN,-0.27297,-0.23442,0.26406
1060,-0.31734,-0.2708,-0.11632,NaN,-0.31734,-0.2708,0.26406
1061,-0.35245,-0.29959,-0.13579,NaN,-0.35245,-0.29959,0.26406
1062,-0.37484,-0.31794,-0.14098,NaN,-0.37484,-0.31794,0.26406
1063,-0.38195,-0.32378,-0.13125,NaN,-0.38195,-0.32378,0.26406
1064,-0.37283,-0.3163,-0.10814,NaN,-0.37283,-0.3163,0.26406
1065,-0.34866,-0.29648,-0.075489,NaN,-0.34866,-0.29648,0.26406
1066,-0.31305,-0.26728,-0.038917,NaN,-0.31305,-0.26728,0.26406
1067,-0.27177,-0.23343,-0.0048166,NaN,-0.27177,-0.23343,0.26406
1068,-0.23193,-0.20077,0.021018,NaN,-0.23193,-0.20077,0.26406
1069,-0.20076,-0.17522,0.034644,NaN,-0.20076,-0.17522,0.26406
1070,-0.18415,-0.1616,0.034785,NaN,-0.18415,-0.1616,0.26406
1071,-0.18531,-0.16254,0.022939,NaN,-0.18531,-0.16254,0.26406
1072,-0.204,-0.17786,0.0027914,NaN,-0.204,-0.17786,0.26406
1073,-0.23648,-0.2045,-0.020885,NaN,-0.23648,-0.2045,0.26406
1074,-0.27636,-0.23719,-0.043478,NaN,-0.27636,-0.23719,0.26406
1075,-0.31592,-0.26963,-0.061569,NaN,-0.31592,-0.26963,0.26406
1076,-0.34788,-0.29584,-0.073452,NaN,-0.34788,-0.29584,0.26406
1077,-0.36687,-0.31141,-0.079064,NaN,-0.36687,-0.31141,0.26406
1078,-0.3703,-0.31422,-0.079414,NaN,-0.3703,-0.31422,0.26406
1079,-0.35849,-0.30454,-0.075789,NaN,-0.35849,-0.30454,0.26406
1080,-0.33402,-0.28448,-0.069049,NaN,-0.33402,-0.28448,0.26406
1081,-0.30061,-0.25708,-0.059301,NaN,-0.30061,-0.25708,0.26406
1082,-0.26197,-0.2254,-0.046048,NaN,-0.26197,-0.2254,0.26406
1083,-0.22097,-0.19179,-0.028772,NaN,-0.22097,-0.19179,0.26406
1084,-0.1795,-0.15778,-0.007697,NaN,-0.1795,-0.15778,0.26406
1085,-0.13881,-0.12441,0.015581,NaN,-0.13881,-0.12441,0.26406
1086,-0.10029,-0.092831,0.037893,NaN,-0.10029,-0.092831,0.26406
1087,-0.066173,-0.064861,0.054865,NaN,-0.066173,-0.064861,0.26406
1088,-0.039812,-0.043247,0.061829,NaN,-0.039812,-0.043247,0.26406
1089,-0.025289,-0.031339,0.055028,NaN,-0.025289,-0.031339,0.26406
1090,-0.026455,-0.032296,0.032763,NaN,-0.026455,-0.032296,0.26406
1091,-0.045645,-0.04803,-0.0038799,NaN,-0.045645,-0.04803,0.26406
1092,-0.082546,-0.078286,-0.050984,NaN,-0.082546,-0.078286,0.26406
1093,-0.13368,-0.12021,-0.10251,NaN,-0.13368,-0.12021,0.26406
1094,-0.19279,-0.16868,-0.15166,NaN,-0.19279,-0.16868,0.26406
1095,-0.2521,-0.2173,-0.19249,NaN,-0.2521,-0.2173,0.26406
1096,-0.30416,-0.25999,-0.22146,NaN,-0.30416,-0.25999,0.26406
1097,-0.34379,-0.29249,-0.23846,NaN,-0.34379,-0.29249,0.26406
1098,-0.36936,-0.31345,-0.24691,NaN,-0.36936,-0.31345,0.26406
1099,-0.38317,-0.32477,-0.25287,NaN,-0.38317,-0.32477,0.26406
1100,-0.39059,-0.33086,-0.64379,NaN,-0.39059,-0.33086,0.26406
1101,-0.39827,-0.33716,-0.5966,NaN,-0.39827,-0.33716,0.26406
1102,-0.41199,-0.34841,-0.56609,NaN,-0.41199,-0.34841,0.26406
1103,-0.43471,-0.36703,-0.55997,NaN,-0.43471,-0.36703,0.26406
1104,-0.46566,-0.39241,-0.57893,NaN,-0.46566,-0.39241,0.26406
1105,-0.50067,-0.42112,-0.61621,NaN,-0.50067,-0.42112,0.26406
1106,-0.53369,-0.44819,-0.65989,NaN,-0.53369,-0.44819,0.26406
1107,-0.55897,-0.46891,-0.69684,NaN,-0.55897,-0.46891,0.26406
1108,-0.57319,-0.48057,-0.71699,NaN,-0.57319,-0.48057,0.26406
1109,-0.57667,-0.48343,-0.71631,NaN,-0.57667,-0.48343,0.26406
1110,-0.57324,-0.48062,-0.6975,NaN,-0.57324,-0.48062,0.26406
1111,-0.56875,-0.47693,-0.66833,NaN,-0.56875,-0.47693,0.26406
1112,-0.56869,-0.47689,-0.6384,NaN,-0.56869,-0.47689,0.26406
1113,-0.57588,-0.48278,-0.61555,NaN,-0.57588,-0.48278,0.26406
1114,-0.58894,-0.49349,-0.6034,NaN,-0.58894,-0.49349,0.26406
1115,-0.6024,-0.50452,-0.60072,NaN,-0.6024,-0.50452,0.26406
1116,-0.60829,-0.50935,-0.60278,NaN,-0.60829,-0.50935,0.26406
1117,-0.59897,-0.50171,-0.60403,NaN,-0.59897,-0.50171,0.26406
1118,-0.57009,-0.47803,-0.60076,NaN,-0.57009,-0.47803,0.26406
1119,-0.52264,-0.43913,-0.59289,NaN,-0.52264,-0.43913,0.26406
1120,-0.46332,-0.39049,-0.58394,NaN,-0.46332,-0.39049,0.26406
1121,-0.4029,-0.34095,-0.57939,NaN,-0.4029,-0.34095,0.26406
1122,-0.35302,-0.30006,-0.58405,NaN,-0.35302,-0.30006,0.26406
1123,-0.32241,-0.27495,-0.59951,NaN,-0.32241,-0.27495,0.26406
1124,-0.31382,-0.26791,-0.62278,NaN,-0.31382,-0.26791,0.26406
1125,-0.3228,-0.27528,-0.64662,NaN,-0.3228,-0.27528,0.26406
1126,-0.33883,-0.28842,-0.66157,NaN,-0.33883,-0.28842,0.26406
1127,-0.34849,-0.29634,-0.65896,NaN,-0.34849,-0.29634,0.26406
1128,-0.33984,-0.28924,-0.63385,NaN,-0.33984,-0.28924,0.26406
1129,-0.30643,-0.26185,-0.58683,NaN,-0.30643,-0.26185,0.26406
1130,-0.24965,-0.2153,-0.52407,NaN,-0.24965,-0.2153,0.26406
1131,-0.1786,-0.15704,-0.45561,NaN,-0.1786,-0.15704,0.26406
1132,-0.10737,-0.098641,-0.39239,NaN,-0.10737,-0.098641,0.26406
1133,-0.050847,-0.052295,-0.34318,NaN,-0.050847,-0.052295,0.26406
1134,-0.020141,-0.027118,-0.31228,NaN,-0.020141,-0.027118,0.26406
1135,-0.019406,-0.026516,-0.29873,NaN,-0.019406,-0.026516,0.26406
1136,-0.044918,-0.047434,-0.29733,NaN,-0.044918,-0.047434,0.26406
1137,-0.086697,-0.081689,-0.30091,NaN,-0.086697,-0.081689,0.26406
1138,-0.13201,-0.11884,-0.30299,NaN,-0.13201,-0.11884,0.26406
1139,-0.16952,-0.1496,-0.30011,NaN,-0.16952,-0.1496,0.26406
1140,-0.1926,-0.16852,-0.29279,NaN,-0.1926,-0.16852,0.26406
1141,-0.20087,-0.1753,-0.28512,NaN,-0.20087,-0.1753,0.26406
1142,-0.1995,-0.17418,-0.28312,NaN,-0.1995,-0.17418,0.26406
1143,-0.19673,-0.1719,-0.29246,NaN,-0.19673,-0.1719,0.26406
1144,-0.20063,-0.1751,-0.31645,NaN,-0.20063,-0.1751,0.26406
1145,-0.21637,-0.18801,-0.35497,NaN,-0.21637,-0.18801,0.26406
1146,-0.2448,-0.21132,-0.40447,NaN,-0.2448,-0.21132,0.26406
1147,-0.28279,-0.24247,-0.45915,NaN,-0.28279,-0.24247,0.26406
1148,-0.32493,-0.27702,-0.51268,NaN,-0.32493,-0.27702,0.26406
