year,cps(CRU),cps(iCRU),no-dendro cps(CRU), no-dendro cps(iCRU), no-luter cps(CRU), no-luter cps(iCRU), uncertainty
1480,-0.2876,-0.50773,-0.31999,NaN,-0.2876,-0.50773,0.31591
1481,-0.23203,-0.54012,-0.3222,NaN,-0.23203,-0.54012,0.31591
1482,-0.19191,-0.56851,-0.32205,NaN,-0.19191,-0.56851,0.31591
1483,-0.17264,-0.58461,-0.31986,NaN,-0.17264,-0.58461,0.31591
1484,-0.1744,-0.58462,-0.31591,NaN,-0.1744,-0.58462,0.31591
1485,-0.1924,-0.57004,-0.31043,NaN,-0.1924,-0.57004,0.31591
1486,-0.2184,-0.54658,-0.30386,NaN,-0.2184,-0.54658,0.31591
1487,-0.24317,-0.52186,-0.29703,NaN,-0.24317,-0.52186,0.31591
1488,-0.25909,-0.50253,-0.29125,NaN,-0.25909,-0.50253,0.31591
1489,-0.26228,-0.49195,-0.28801,NaN,-0.26228,-0.49195,0.31591
1490,-0.25356,-0.48923,-0.28859,NaN,-0.25356,-0.48923,0.31591
1491,-0.23798,-0.48985,-0.29335,NaN,-0.23798,-0.48985,0.31591
1492,-0.22296,-0.48768,-0.30135,NaN,-0.22296,-0.48768,0.31591
1493,-0.21585,-0.47752,-0.31026,NaN,-0.21585,-0.47752,0.31591
1494,-0.22147,-0.45738,-0.31689,NaN,-0.22147,-0.45738,0.31591
1495,-0.24054,-0.42952,-0.31817,NaN,-0.24054,-0.42952,0.31591
1496,-0.26949,-0.40004,-0.31234,NaN,-0.26949,-0.40004,0.31591
1497,-0.30161,-0.37704,-0.29993,NaN,-0.30161,-0.37704,0.31591
1498,-0.32923,-0.36795,-0.28408,NaN,-0.32923,-0.36795,0.31591
1499,-0.34612,-0.37709,-0.26997,NaN,-0.34612,-0.37709,0.31591
1500,-0.3493,-0.40565,-0.28826,-0.24696,-0.3493,-0.40406,0.3255
1501,-0.33982,-0.31692,-0.27659,-0.23739,-0.33982,-0.4437,0.3255
1502,-0.32223,-0.23151,-0.26265,-0.22596,-0.32223,-0.48744,0.3255
1503,-0.30302,-0.16279,-0.24977,-0.2154,-0.30302,-0.52582,0.3255
1504,-0.28866,-0.12101,-0.24126,-0.20842,-0.28866,-0.55117,0.3255
1505,-0.28374,-0.11098,-0.23986,-0.20727,-0.28374,-0.5598,0.3255
1506,-0.28995,-0.13123,-0.24721,-0.21329,-0.28995,-0.55297,0.3255
1507,-0.30588,-0.17459,-0.26346,-0.22662,-0.30588,-0.53631,0.3255
1508,-0.32782,-0.23015,-0.2872,-0.24608,-0.32782,-0.51804,0.3255
1509,-0.35098,-0.28578,-0.31545,-0.26925,-0.35098,-0.50647,0.3255
1510,-0.37094,-0.33072,-0.34417,-0.29279,-0.37094,-0.50758,0.3255
1511,-0.38472,-0.35769,-0.36884,-0.31303,-0.38472,-0.52343,0.3255
1512,-0.39132,-0.36405,-0.38534,-0.32656,-0.39132,-0.55183,0.3255
1513,-0.39177,-0.35183,-0.39078,-0.33102,-0.39177,-0.58731,0.3255
1514,-0.38857,-0.32688,-0.38424,-0.32565,-0.38857,-0.62301,0.3255
1515,-0.38501,-0.29722,-0.36713,-0.31162,-0.38501,-0.6529,0.3255
1516,-0.38428,-0.27115,-0.34307,-0.29189,-0.38428,-0.67353,0.3255
1517,-0.38876,-0.25529,-0.31725,-0.27073,-0.38876,-0.68485,0.3255
1518,-0.39953,-0.25326,-0.29527,-0.2527,-0.39953,-0.68978,0.3255
1519,-0.41615,-0.26489,-0.2818,-0.24166,-0.41615,-0.69289,0.3255
1520,-0.43686,-0.28653,-0.27937,-0.23967,-0.43686,-0.69854,0.3255
1521,-0.45906,-0.31215,-0.28769,-0.24649,-0.45906,-0.70916,0.3255
1522,-0.47999,-0.33501,-0.30367,-0.25959,-0.47999,-0.72445,0.3255
1523,-0.49751,-0.34966,-0.32241,-0.27495,-0.49751,-0.74148,0.3255
1524,-0.5107,-0.35346,-0.3386,-0.28823,-0.5107,-0.75585,0.3255
1525,-0.51999,-0.34734,-0.34822,-0.29611,-0.51999,-0.76332,0.3255
1526,-0.52692,-0.3354,-0.34967,-0.29731,-0.52692,-0.76138,0.3255
1527,-0.53339,-0.32345,-0.34415,-0.29278,-0.53339,-0.75012,0.3255
1528,-0.54074,-0.3169,-0.33496,-0.28524,-0.54074,-0.73215,0.3255
1529,-0.54902,-0.31879,-0.32606,-0.27795,-0.54902,-0.71157,0.3255
1530,-0.55669,-0.32854,-0.32049,-0.27338,-0.55669,-0.69251,0.3255
1531,-0.56112,-0.34211,-0.31918,-0.27231,-0.56112,-0.67775,0.3255
1532,-0.55961,-0.35346,-0.32077,-0.27361,-0.55961,-0.66791,0.3255
1533,-0.55069,-0.357,-0.3225,-0.27503,-0.55069,-0.66167,0.3255
1534,-0.53523,-0.35006,-0.32174,-0.27441,-0.53523,-0.65665,0.3255
1535,-0.51677,-0.33439,-0.31764,-0.27104,-0.51677,-0.65071,0.3255
1536,-0.50092,-0.31619,-0.31197,-0.2664,-0.50092,-0.64297,0.3255
1537,-0.49387,-0.30433,-0.30887,-0.26385,-0.49387,-0.63421,0.3255
1538,-0.50051,-0.30736,-0.31332,-0.2675,-0.50051,-0.62631,0.3255
1539,-0.52269,-0.33037,-0.32908,-0.28043,-0.52269,-0.62119,0.3255
1540,-0.55823,-0.3727,-0.35674,-0.3031,-0.55823,-0.61952,0.3255
1541,-0.60102,-0.42743,-0.39274,-0.33262,-0.60102,-0.62,0.3255
1542,-0.64217,-0.48284,-0.42991,-0.3631,-0.64217,-0.61946,0.3255
1543,-0.67189,-0.5255,-0.45928,-0.38718,-0.67189,-0.61391,0.3255
1544,-0.68156,-0.54388,-0.47272,-0.3982,-0.68156,-0.60024,0.3255
1545,-0.66556,-0.53149,-0.46537,-0.39217,-0.66556,-0.57774,0.3255
1546,-0.62239,-0.48858,-0.43714,-0.36902,-0.62239,-0.54906,0.3255
1547,-0.55507,-0.42198,-0.3927,-0.33259,-0.55507,-0.51989,0.3255
1548,-0.47076,-0.34316,-0.34016,-0.2895,-0.47076,-0.49753,0.3255
1549,-0.37969,-0.26538,-0.28867,-0.24729,-0.37969,-0.48875,0.3255
1550,-0.2936,-0.20052,-0.24613,-0.21241,-0.2936,-0.4975,0.3255
1551,-0.22385,-0.15667,-0.21738,-0.18884,-0.22385,-0.52345,0.3255
1552,-0.17945,-0.13685,-0.20365,-0.17758,-0.17945,-0.56168,0.3255
1553,-0.16524,-0.13909,-0.20307,-0.17711,-0.16524,-0.60377,0.3255
1554,-0.18072,-0.15757,-0.2121,-0.18451,-0.18072,-0.63991,0.3255
1555,-0.21997,-0.18444,-0.22706,-0.19677,-0.21997,-0.66139,0.3255
1556,-0.27269,-0.21184,-0.24536,-0.21178,-0.27269,-0.66291,0.3255
1557,-0.3265,-0.23362,-0.266,-0.22871,-0.3265,-0.64382,0.3255
1558,-0.3699,-0.24641,-0.28919,-0.24772,-0.3699,-0.60837,0.3255
1559,-0.39527,-0.2501,-0.31551,-0.2693,-0.39527,-0.56457,0.3255
1560,-0.40084,-0.24749,-0.34495,-0.29343,-0.40084,-0.52238,0.3255
1561,-0.39117,-0.24346,-0.37623,-0.31909,-0.39117,-0.49142,0.3255
1562,-0.37566,-0.24361,-0.40682,-0.34417,-0.37566,-0.47876,0.3255
1563,-0.36563,-0.25283,-0.43344,-0.36599,-0.36563,-0.48741,0.3255
1564,-0.37065,-0.27399,-0.45305,-0.38207,-0.37065,-0.51566,0.3255
1565,-0.39541,-0.30713,-0.46384,-0.39092,-0.39541,-0.55747,0.3255
1566,-0.43816,-0.34934,-0.46587,-0.39258,-0.43816,-0.60392,0.3255
1567,-0.49124,-0.39538,-0.46112,-0.38869,-0.49124,-0.64534,0.3255
1568,-0.5436,-0.43904,-0.45294,-0.38198,-0.5436,-0.67373,0.3255
1569,-0.58449,-0.47469,-0.44502,-0.37549,-0.58449,-0.68478,0.3255
1570,-0.60704,-0.49874,-0.44027,-0.37159,-0.60704,-0.67914,0.3255
1571,-0.61043,-0.51039,-0.43984,-0.37124,-0.61043,-0.6622,0.3255
1572,-0.59998,-0.51152,-0.44276,-0.37363,-0.59998,-0.64272,0.3255
1573,-0.58503,-0.50576,-0.44608,-0.37635,-0.58503,-0.6302,0.3255
1574,-0.57546,-0.49702,-0.44571,-0.37605,-0.57546,-0.63206,0.3255
1575,-0.57807,-0.4881,-0.43767,-0.36946,-0.57807,-0.65115,0.3255
1576,-0.59412,-0.47988,-0.41931,-0.3544,-0.59412,-0.68454,0.3255
1577,-0.619,-0.47143,-0.39037,-0.33068,-0.619,-0.72411,0.3255
1578,-0.64397,-0.46093,-0.35341,-0.30037,-0.64397,-0.75863,0.3255
1579,-0.65951,-0.44705,-0.31346,-0.26762,-0.65951,-0.77705,0.3255
1580,-0.65891,-0.43019,-0.27705,-0.23777,-0.65891,-0.77184,0.3255
1581,-0.64095,-0.41297,-0.25069,-0.21615,-0.64095,-0.74137,0.3255
1582,-0.61059,-0.39984,-0.23922,-0.20675,-0.61059,-0.69058,0.3255
1583,-0.57757,-0.39571,-0.24462,-0.21118,-0.57757,-0.62969,0.3255
1584,-0.55337,-0.40422,-0.26539,-0.2282,-0.55337,-0.57118,0.3255
1585,-0.54749,-0.42619,-0.2969,-0.25404,-0.54749,-0.52616,0.3255
1586,-0.56436,-0.45893,-0.33258,-0.28329,-0.56436,-0.50107,0.3255
1587,-0.60172,-0.49656,-0.3656,-0.31036,-0.60172,-0.49598,0.3255
1588,-0.65106,-0.53137,-0.3906,-0.33086,-0.65106,-0.50482,0.3255
1589,-0.69981,-0.55587,-0.405,-0.34267,-0.69981,-0.51774,0.3255
1590,-0.73477,-0.5648,-0.40953,-0.34638,-0.73477,-0.52455,0.3255
1591,-0.74573,-0.5566,-0.40771,-0.3449,-0.74573,-0.51827,0.3255
1592,-0.72825,-0.5339,-0.40466,-0.34239,-0.72825,-0.4976,0.3255
1593,-0.68489,-0.50286,-0.40529,-0.34291,-0.68489,-0.4673,0.3255
1594,-0.62451,-0.47156,-0.41266,-0.34896,-0.62451,-0.43656,0.3255
1595,-0.55991,-0.44777,-0.42674,-0.3605,-0.55991,-0.41586,0.3255
1596,-0.50432,-0.43689,-0.44416,-0.37478,-0.50432,-0.41323,0.3255
1597,-0.46786,-0.44038,-0.45895,-0.3869,-0.46786,-0.43149,0.3255
1598,-0.45494,-0.45546,-0.46415,-0.39117,-0.45494,-0.46701,0.3255
1599,-0.46337,-0.47585,-0.45394,-0.3828,-0.46337,-0.51071,0.3255
1600,-0.48534,-0.68694,-0.60703,-0.50832,-0.48534,-0.55076,0.3265
1601,-0.51017,-0.63773,-0.47016,-0.3961,-0.51017,-0.57608,0.3265
1602,-0.52763,-0.57748,-0.34132,-0.29046,-0.52763,-0.57962,0.3265
1603,-0.53103,-0.51277,-0.23661,-0.2046,-0.53103,-0.56023,0.3265
1604,-0.519,-0.45219,-0.1671,-0.14762,-0.519,-0.52277,0.3265
1605,-0.49535,-0.4045,-0.13636,-0.12241,-0.49535,-0.47637,0.3265
1606,-0.46737,-0.37632,-0.14008,-0.12546,-0.46737,-0.43163,0.3265
1607,-0.44308,-0.37019,-0.16779,-0.14818,-0.44308,-0.39749,0.3265
1608,-0.42852,-0.38352,-0.20593,-0.17945,-0.42852,-0.37889,0.3265
1609,-0.42594,-0.40906,-0.24141,-0.20854,-0.42594,-0.37585,0.3265
1610,-0.43356,-0.43685,-0.26457,-0.22753,-0.43356,-0.38402,0.3265
1611,-0.44674,-0.45708,-0.27105,-0.23285,-0.44674,-0.39663,0.3265
1612,-0.46007,-0.46298,-0.26202,-0.22544,-0.46007,-0.40693,0.3265
1613,-0.4695,-0.45291,-0.2431,-0.20993,-0.4695,-0.41049,0.3265
1614,-0.47385,-0.43074,-0.22232,-0.19289,-0.47385,-0.40651,0.3265
1615,-0.47495,-0.40447,-0.20771,-0.18091,-0.47495,-0.39785,0.3265
1616,-0.47682,-0.38345,-0.20521,-0.17886,-0.47682,-0.38973,0.3265
1617,-0.48391,-0.37525,-0.21719,-0.18868,-0.48391,-0.38762,0.3265
1618,-0.4995,-0.38309,-0.24203,-0.20905,-0.4995,-0.39503,0.3265
1619,-0.52458,-0.40492,-0.27467,-0.23581,-0.52458,-0.41193,0.3265
1620,-0.55779,-0.43434,-0.30791,-0.26306,-0.55779,-0.43442,0.3265
1621,-0.59621,-0.4631,-0.33428,-0.28469,-0.59621,-0.45574,0.3265
1622,-0.63665,-0.48421,-0.34788,-0.29584,-0.63665,-0.46843,0.3265
1623,-0.67678,-0.49446,-0.34583,-0.29416,-0.67678,-0.46685,0.3265
1624,-0.71553,-0.49546,-0.32901,-0.28036,-0.71553,-0.44933,0.3265
1625,-0.75261,-0.49275,-0.30179,-0.25805,-0.75261,-0.41901,0.3265
1626,-0.78737,-0.49326,-0.27104,-0.23283,-0.78737,-0.38324,0.3265
1627,-0.81748,-0.50213,-0.24435,-0.21095,-0.81748,-0.3515,0.3265
1628,-0.83831,-0.52013,-0.22824,-0.19774,-0.83831,-0.33254,0.3265
1629,-0.84346,-0.54269,-0.2266,-0.1964,-0.84346,-0.33171,0.3265
1630,-0.82655,-0.56107,-0.23988,-0.20729,-0.82655,-0.34937,0.3265
1631,-0.78398,-0.5654,-0.26519,-0.22804,-0.78398,-0.38092,0.3265
1632,-0.71758,-0.54855,-0.29732,-0.25438,-0.71758,-0.41846,0.3265
1633,-0.6361,-0.50946,-0.3303,-0.28142,-0.6361,-0.45356,0.3265
1634,-0.55474,-0.45461,-0.35901,-0.30496,-0.55474,-0.48009,0.3265
1635,-0.49227,-0.397,-0.38039,-0.32249,-0.49227,-0.49618,0.3265
1636,-0.46646,-0.35266,-0.39381,-0.3335,-0.46646,-0.50467,0.3265
1637,-0.48883,-0.33584,-0.40067,-0.33913,-0.48883,-0.51187,0.3265
1638,-0.56062,-0.35424,-0.40327,-0.34125,-0.56062,-0.52499,0.3265
1639,-0.67107,-0.40605,-0.40351,-0.34145,-0.67107,-0.54935,0.3265
1640,-0.79906,-0.47966,-0.4019,-0.34013,-0.79906,-0.5861,0.3265
1641,-0.91778,-0.55651,-0.3972,-0.33628,-0.91778,-0.63131,0.3265
1642,-1.0011,-0.61604,-0.38681,-0.32775,-1.0011,-0.67678,0.3265
1643,-1.0304,-0.6415,-0.36784,-0.31221,-1.0304,-0.71215,0.3265
1644,-0.99866,-0.62464,-0.33844,-0.2881,-0.99866,-0.72778,0.3265
1645,-0.91278,-0.56807,-0.29886,-0.25565,-0.91278,-0.7175,0.3265
1646,-0.7911,-0.48439,-0.25202,-0.21724,-0.7911,-0.68033,0.3265
1647,-0.6587,-0.39247,-0.20318,-0.1772,-0.6587,-0.62085,0.3265
1648,-0.54109,-0.31212,-0.15906,-0.14102,-0.54109,-0.54813,0.3265
1649,-0.45817,-0.25858,-0.12631,-0.11417,-0.45817,-0.47359,0.3265
1650,-0.42013,-0.23871,-0.11006,-0.10085,-0.42013,-0.40844,0.3265
1651,-0.42616,-0.24971,-0.11282,-0.10311,-0.42616,-0.36146,0.3265
1652,-0.46603,-0.28077,-0.13394,-0.12042,-0.46603,-0.33741,0.3265
1653,-0.52384,-0.31703,-0.16987,-0.14988,-0.52384,-0.33663,0.3265
1654,-0.58273,-0.34437,-0.21506,-0.18694,-0.58273,-0.35551,0.3265
1655,-0.62915,-0.35381,-0.26316,-0.22638,-0.62915,-0.38771,0.3265
1656,-0.65566,-0.34389,-0.30827,-0.26336,-0.65566,-0.42574,0.3265
1657,-0.66163,-0.32068,-0.34581,-0.29414,-0.66163,-0.46245,0.3265
1658,-0.65207,-0.29536,-0.37302,-0.31645,-0.65207,-0.4923,0.3265
1659,-0.63497,-0.28019,-0.38887,-0.32945,-0.63497,-0.51206,0.3265
1660,-0.61831,-0.28442,-0.39369,-0.3334,-0.61831,-0.52114,0.3265
1661,-0.60745,-0.3111,-0.3887,-0.32931,-0.60745,-0.52128,0.3265
1662,-0.60382,-0.35607,-0.3757,-0.31865,-0.60382,-0.5159,0.3265
1663,-0.60503,-0.40917,-0.35694,-0.30327,-0.60503,-0.50919,0.3265
1664,-0.60632,-0.4574,-0.33517,-0.28542,-0.60632,-0.50506,0.3265
1665,-0.60275,-0.48899,-0.31365,-0.26777,-0.60275,-0.50623,0.3265
1666,-0.59146,-0.49696,-0.296,-0.2533,-0.59146,-0.51376,0.3265
1667,-0.573,-0.48129,-0.28565,-0.24482,-0.573,-0.52703,0.3265
1668,-0.55157,-0.44882,-0.28509,-0.24435,-0.55157,-0.54427,0.3265
1669,-0.53371,-0.41105,-0.29503,-0.25251,-0.53371,-0.56336,0.3265
1670,-0.52611,-0.38046,-0.31395,-0.26802,-0.52611,-0.5827,0.3265
1671,-0.53309,-0.36663,-0.33813,-0.28784,-0.53309,-0.60169,0.3265
1672,-0.55465,-0.37325,-0.36242,-0.30776,-0.55465,-0.62073,0.3265
1673,-0.58593,-0.39711,-0.38156,-0.32346,-0.58593,-0.64057,0.3265
1674,-0.61821,-0.42927,-0.39161,-0.33169,-0.61821,-0.6615,0.3265
1675,-0.64138,-0.45812,-0.39107,-0.33125,-0.64138,-0.68254,0.3265
1676,-0.64712,-0.47325,-0.38133,-0.32327,-0.64712,-0.70121,0.3265
1677,-0.63158,-0.46886,-0.36622,-0.31087,-0.63158,-0.71388,0.3265
1678,-0.59689,-0.44556,-0.35073,-0.29818,-0.59689,-0.71692,0.3265
1679,-0.55062,-0.41,-0.33953,-0.28899,-0.55062,-0.70788,0.3265
1680,-0.50336,-0.37238,-0.33552,-0.2857,-0.50336,-0.68661,0.3265
1681,-0.46523,-0.3428,-0.33911,-0.28865,-0.46523,-0.65559,0.3265
1682,-0.44234,-0.32766,-0.34834,-0.29621,-0.44234,-0.61942,0.3265
1683,-0.4346,-0.32738,-0.35975,-0.30557,-0.4346,-0.58365,0.3265
1684,-0.43575,-0.33643,-0.36986,-0.31386,-0.43575,-0.55328,0.3265
1685,-0.43569,-0.34555,-0.37642,-0.31924,-0.43569,-0.53165,0.3265
1686,-0.42458,-0.34556,-0.37942,-0.3217,-0.42458,-0.51996,0.3265
1687,-0.39719,-0.33141,-0.38111,-0.32308,-0.39719,-0.5176,0.3265
1688,-0.35612,-0.30492,-0.38539,-0.32659,-0.35612,-0.5231,0.3265
1689,-0.31242,-0.2753,-0.39655,-0.33574,-0.31242,-0.5352,0.3265
1690,-0.28322,-0.25689,-0.41785,-0.35321,-0.28322,-0.5535,0.3265
1691,-0.28683,-0.26479,-0.45033,-0.37984,-0.28683,-0.57844,0.3265
1692,-0.33671,-0.3098,-0.4923,-0.41425,-0.33671,-0.61062,0.3265
1693,-0.43624,-0.39408,-0.53946,-0.45292,-0.43624,-0.64985,0.3265
1694,-0.5761,-0.5093,-0.58582,-0.49093,-0.5761,-0.69428,0.3265
1695,-0.73525,-0.63781,-0.62493,-0.52299,-0.73525,-0.74022,0.3265
1696,-0.88549,-0.75665,-0.65124,-0.54457,-0.88549,-0.78261,0.3265
1697,-0.9984,-0.84337,-0.6611,-0.55266,-0.9984,-0.81617,0.3265
1698,-1.0527,-0.8818,-0.65327,-0.54624,-1.0527,-0.83663,0.3265
1699,-1.0395,-0.86611,-0.6288,-0.52617,-1.0395,-0.84182,0.3265
1700,-0.80354,-0.66945,-0.66653,-0.5571,-0.96494,-0.75315,0.31939
1701,-0.7141,-0.59611,-0.56046,-0.47014,-0.84769,-0.67331,0.31939
1702,-0.61797,-0.51729,-0.45583,-0.38435,-0.71406,-0.58765,0.31939
1703,-0.53044,-0.44552,-0.36379,-0.30889,-0.591,-0.50971,0.31939
1704,-0.46283,-0.39008,-0.29272,-0.25061,-0.49947,-0.44941,0.31939
1705,-0.42026,-0.35518,-0.24682,-0.21298,-0.45006,-0.41096,0.31939
1706,-0.40145,-0.33976,-0.22612,-0.196,-0.44186,-0.39272,0.31939
1707,-0.4004,-0.3389,-0.22742,-0.19707,-0.46446,-0.38887,0.31939
1708,-0.4092,-0.34611,-0.24573,-0.21208,-0.50237,-0.39198,0.31939
1709,-0.4208,-0.35563,-0.27558,-0.23656,-0.54006,-0.39575,0.31939
1710,-0.43101,-0.364,-0.31188,-0.26632,-0.56632,-0.39681,0.31939
1711,-0.43899,-0.37054,-0.35026,-0.29779,-0.57662,-0.39522,0.31939
1712,-0.44641,-0.37662,-0.38706,-0.32796,-0.57321,-0.39364,0.31939
1713,-0.45574,-0.38428,-0.41925,-0.35436,-0.56308,-0.39549,0.31939
1714,-0.46839,-0.39465,-0.44459,-0.37513,-0.55479,-0.40313,0.31939
1715,-0.48342,-0.40697,-0.46178,-0.38923,-0.55513,-0.41634,0.31939
1716,-0.49728,-0.41834,-0.47082,-0.39664,-0.56662,-0.43197,0.31939
1717,-0.50461,-0.42434,-0.47292,-0.39836,-0.58655,-0.44457,0.31939
1718,-0.49981,-0.42041,-0.47021,-0.39614,-0.6077,-0.44789,0.31939
1719,-0.47888,-0.40325,-0.46495,-0.39183,-0.62049,-0.4368,0.31939
1720,-0.44093,-0.37213,-0.45868,-0.38669,-0.61601,-0.40897,0.31939
1721,-0.38888,-0.32945,-0.45153,-0.38082,-0.58895,-0.36591,0.31939
1722,-0.32919,-0.28052,-0.44205,-0.37305,-0.53964,-0.31305,0.31939
1723,-0.27067,-0.23253,-0.42773,-0.36131,-0.47458,-0.25871,0.31939
1724,-0.22247,-0.19301,-0.40604,-0.34352,-0.40511,-0.21237,0.31939
1725,-0.19204,-0.16806,-0.37561,-0.31858,-0.34464,-0.18236,0.31939
1726,-0.18332,-0.16092,-0.33727,-0.28714,-0.30517,-0.17381,0.31939
1727,-0.19585,-0.17118,-0.2944,-0.25199,-0.294,-0.1873,0.31939
1728,-0.22492,-0.19502,-0.25244,-0.21758,-0.31189,-0.21869,0.31939
1729,-0.26301,-0.22625,-0.21776,-0.18915,-0.35295,-0.26023,0.31939
1730,-0.30186,-0.2581,-0.19607,-0.17136,-0.40667,-0.30279,0.31939
1731,-0.3348,-0.28511,-0.1909,-0.16713,-0.46114,-0.33851,0.31939
1732,-0.35858,-0.30462,-0.20267,-0.17678,-0.50664,-0.36313,0.31939
1733,-0.37407,-0.31731,-0.2285,-0.19796,-0.53832,-0.37715,0.31939
1734,-0.38556,-0.32673,-0.26297,-0.22622,-0.55709,-0.38545,0.31939
1735,-0.39903,-0.33777,-0.29945,-0.25613,-0.56858,-0.39542,0.31939
1736,-0.4197,-0.35472,-0.33171,-0.28258,-0.58042,-0.4141,0.31939
1737,-0.44986,-0.37946,-0.3553,-0.30192,-0.599,-0.44532,0.31939
1738,-0.48758,-0.41039,-0.36822,-0.31251,-0.6267,-0.48781,0.31939
1739,-0.52679,-0.44253,-0.3709,-0.31471,-0.66062,-0.53494,0.31939
1740,-0.55867,-0.46867,-0.36536,-0.31017,-0.69324,-0.57624,0.31939
1741,-0.57405,-0.48128,-0.35402,-0.30087,-0.71475,-0.60032,0.31939
1742,-0.56598,-0.47466,-0.33851,-0.28815,-0.71621,-0.59825,0.31939
1743,-0.53177,-0.44661,-0.3191,-0.27224,-0.69268,-0.56636,0.31939
1744,-0.47405,-0.39929,-0.29479,-0.25231,-0.64508,-0.50763,0.31939
1745,-0.40045,-0.33894,-0.26425,-0.22727,-0.58044,-0.43132,0.31939
1746,-0.3222,-0.27478,-0.22712,-0.19682,-0.51038,-0.35082,0.31939
1747,-0.25184,-0.21709,-0.18525,-0.1625,-0.4483,-0.28057,0.31939
1748,-0.20082,-0.17526,-0.14329,-0.12809,-0.40618,-0.23275,0.31939
1749,-0.17729,-0.15597,-0.10812,-0.099254,-0.39175,-0.21468,0.31939
1750,-0.18452,-0.1619,-0.087355,-0.082229,-0.40685,-0.22748,0.31939
1751,-0.22033,-0.19126,-0.087079,-0.082003,-0.44719,-0.26619,0.31939
1752,-0.27733,-0.23799,-0.10961,-0.10048,-0.50348,-0.3211,0.31939
1753,-0.34425,-0.29286,-0.1521,-0.13531,-0.56362,-0.38,0.31939
1754,-0.40789,-0.34504,-0.20655,-0.17996,-0.61519,-0.43068,0.31939
1755,-0.45564,-0.38419,-0.26145,-0.22497,-0.64789,-0.46323,0.31939
1756,-0.47808,-0.40259,-0.30472,-0.26045,-0.6554,-0.47186,0.31939
1757,-0.47117,-0.39692,-0.32709,-0.27879,-0.6364,-0.4559,0.31939
1758,-0.4375,-0.36932,-0.32486,-0.27697,-0.59464,-0.41994,0.31939
1759,-0.38623,-0.32729,-0.30123,-0.25759,-0.53819,-0.37309,0.31939
1760,-0.3314,-0.28232,-0.26551,-0.2283,-0.47788,-0.32731,0.31939
1761,-0.28886,-0.24744,-0.23046,-0.19956,-0.42523,-0.29506,0.31939
1762,-0.27246,-0.234,-0.20852,-0.18157,-0.39012,-0.28671,0.31939
1763,-0.29032,-0.24864,-0.20803,-0.18117,-0.37866,-0.30795,0.31939
1764,-0.34223,-0.2912,-0.23064,-0.19971,-0.39161,-0.35805,0.31939
1765,-0.41912,-0.35425,-0.27082,-0.23266,-0.42397,-0.42948,0.31939
1766,-0.50488,-0.42456,-0.31746,-0.2709,-0.46597,-0.50905,0.31939
1767,-0.58012,-0.48626,-0.35724,-0.30351,-0.50529,-0.58071,0.31939
1768,-0.62725,-0.5249,-0.37859,-0.32102,-0.53038,-0.62934,0.31939
1769,-0.63515,-0.53138,-0.37505,-0.31811,-0.53376,-0.64461,0.31939
1770,-0.60232,-0.50446,-0.34697,-0.29509,-0.51449,-0.62387,0.31939
1771,-0.53742,-0.45125,-0.30127,-0.25762,-0.47894,-0.57315,0.31939
1772,-0.45705,-0.38535,-0.24922,-0.21494,-0.4394,-0.50578,0.31939
1773,-0.38127,-0.32322,-0.2033,-0.1773,-0.41076,-0.43901,0.31939
1774,-0.32828,-0.27977,-0.17398,-0.15326,-0.40622,-0.38944,0.31939
1775,-0.30969,-0.26453,-0.16737,-0.14783,-0.43332,-0.36857,0.31939
1776,-0.32783,-0.2794,-0.18433,-0.16174,-0.49144,-0.37983,0.31939
1777,-0.37573,-0.31867,-0.22102,-0.19182,-0.57173,-0.41793,0.31939
1778,-0.4397,-0.37112,-0.27041,-0.23232,-0.65947,-0.47071,0.31939
1779,-0.50349,-0.42343,-0.32422,-0.27644,-0.738,-0.52285,0.31939
1780,-0.55277,-0.46383,-0.37468,-0.31781,-0.793,-0.56021,0.31939
1781,-0.5784,-0.48485,-0.41558,-0.35135,-0.81583,-0.5735,0.31939
1782,-0.5779,-0.48444,-0.44287,-0.37372,-0.8048,-0.5602,0.31939
1783,-0.55459,-0.46533,-0.4546,-0.38334,-0.76432,-0.52425,0.31939
1784,-0.51535,-0.43315,-0.45062,-0.38008,-0.70245,-0.47396,0.31939
1785,-0.46775,-0.39412,-0.43231,-0.36506,-0.62807,-0.41895,0.31939
1786,-0.41783,-0.35319,-0.40216,-0.34034,-0.5486,-0.36741,0.31939
1787,-0.36919,-0.31331,-0.36354,-0.30868,-0.46925,-0.32441,0.31939
1788,-0.32349,-0.27584,-0.32037,-0.27328,-0.39373,-0.29177,0.31939
1789,-0.28191,-0.24174,-0.27667,-0.23746,-0.32564,-0.26923,0.31939
1790,-0.24659,-0.21279,-0.23625,-0.20431,-0.26969,-0.25602,0.31939
1791,-0.2213,-0.19206,-0.20228,-0.17646,-0.23181,-0.25208,0.31939
1792,-0.21077,-0.18342,-0.17712,-0.15583,-0.2177,-0.25827,0.31939
1793,-0.2188,-0.19001,-0.16219,-0.14359,-0.23049,-0.27548,0.31939
1794,-0.2461,-0.21238,-0.15806,-0.1402,-0.26833,-0.30317,0.31939
1795,-0.28859,-0.24723,-0.16445,-0.14544,-0.32325,-0.33802,0.31939
1796,-0.33738,-0.28723,-0.18027,-0.15841,-0.38213,-0.3737,0.31939
